SNP,shoot_mass,growth_init,growth_cess,cold_injury,scaffold,contig,pos.on.contig,is.signif
tscaffold2378_182163_185746__3079,0.835281,0.929518,0.863077,0.826906,tscaffold2378,tscaffold2378_182163_185746,3079,0
tscaffold2378_299505_304312__2404,0.814813,0.700691,0.850662,0.890869,tscaffold2378,tscaffold2378_299505_304312,2404,0
tscaffold2384_200599_202596__504,0.952797,0.911863,0.849538,0.943481,tscaffold2384,tscaffold2384_200599_202596,504,0
tscaffold2389_214932_217681__705,0.873806,0.875398,0.916543,0.878378,tscaffold2389,tscaffold2389_214932_217681,705,0
tscaffold239_4031083_4035043__1182,0.94184,0.530273,0.688619,0.55295,tscaffold239,tscaffold239_4031083_4035043,1182,0
tscaffold239_4120424_4124520__1867,0.940478,0.469413,0.6517,0.482362,tscaffold239,tscaffold239_4120424_4124520,1867,0
tscaffold2394_1596140_1597351__533,0.769077,0.357532,0.444844,0.627465,tscaffold2394,tscaffold2394_1596140_1597351,533,0
tscaffold2394_2174106_2176348__1387,0.845841,0.607561,0.395432,0.653841,tscaffold2394,tscaffold2394_2174106_2176348,1387,0
tscaffold2394_903140_912354__3902,0.730271,0.556846,0.846962,0.326207,tscaffold2394,tscaffold2394_903140_912354,3902,0
tscaffold239_602767_610631__3001,0.94193,0.86897,0.739608,0.948277,tscaffold239,tscaffold239_602767_610631,3001,0
tscaffold2399_2325_26668__12457,0.977257,0.72065,0.530272,0.806533,tscaffold2399,tscaffold2399_2325_26668,12457,0
tscaffold2404_1800810_1807803__4844,0.672423,0.712627,0.304857,0.180167,tscaffold2404,tscaffold2404_1800810_1807803,4844,0
tscaffold2404_2413145_2417577__3008,0.953667,0.804276,0.72228,0.955825,tscaffold2404,tscaffold2404_2413145_2417577,3008,0
tscaffold2418_57275_62875__2455,0.626083,0.821447,0.828983,0.851526,tscaffold2418,tscaffold2418_57275_62875,2455,0
tscaffold2419_171157_178496__4422,0.680765,0.840408,0.685352,0.859376,tscaffold2419,tscaffold2419_171157_178496,4422,0
tscaffold2422_4133052_4146408__9941,0.255018,0.781401,0.358824,0.547802,tscaffold2422,tscaffold2422_4133052_4146408,9941,0
tscaffold2422_663438_665326__1558,0.543911,0.906038,0.390729,0.814666,tscaffold2422,tscaffold2422_663438_665326,1558,0
tscaffold2429_159412_164228__1763,0.507398,0.262878,0.423382,0.780543,tscaffold2429,tscaffold2429_159412_164228,1763,0
tscaffold2429_223076_223692__91,0.170952,0.976396,0.260846,0.742161,tscaffold2429,tscaffold2429_223076_223692,91,0
tscaffold2432_689481_691009__733,0.907353,0.65865,0.736599,0.873007,tscaffold2432,tscaffold2432_689481_691009,733,0
tscaffold244_491154_493491__1589,0.974541,0.910828,0.934109,0.803561,tscaffold244,tscaffold244_491154_493491,1589,0
tscaffold2448_18219_23106__2551,0.549604,0.0759025,0.110711,0.422701,tscaffold2448,tscaffold2448_18219_23106,2551,0
tscaffold2448_56715_58673__1365,0.845163,0.895605,0.610618,0.712133,tscaffold2448,tscaffold2448_56715_58673,1365,0
tscaffold2458_226754_230640__802,0.6379,0.437243,0.761221,0.898919,tscaffold2458,tscaffold2458_226754_230640,802,0
tscaffold2459_1170679_1175166__4158,0.729972,0.914894,0.830438,0.492111,tscaffold2459,tscaffold2459_1170679_1175166,4158,0
tscaffold2459_669131_670604__568,0.624565,0.286538,0.631445,0.967068,tscaffold2459,tscaffold2459_669131_670604,568,0
tscaffold2482_150854_160876__7397,0.359557,0.78658,0.438886,0.08767,tscaffold2482,tscaffold2482_150854_160876,7397,0
tscaffold2502_634870_639404__3441,0.239677,0.526972,0.17147,0.444091,tscaffold2502,tscaffold2502_634870_639404,3441,0
tscaffold2509_789115_790490__289,0.929881,0.863517,0.999588,0.196148,tscaffold2509,tscaffold2509_789115_790490,289,0
tscaffold2516_670404_679187__5776,0.575866,0.902836,0.44398,0.794411,tscaffold2516,tscaffold2516_670404_679187,5776,0
tscaffold2525_96718_103771__955,0.664107,0.99841,0.715001,0.814544,tscaffold2525,tscaffold2525_96718_103771,955,0
tscaffold2536_266590_273107__1395,0.761282,0.816317,0.586426,0.286889,tscaffold2536,tscaffold2536_266590_273107,1395,0
tscaffold2542_234260_243945__7689,0.0542132,0.429981,0.408586,0.823116,tscaffold2542,tscaffold2542_234260_243945,7689,0
tscaffold2545_5076_7395__1408,0.393839,0.354147,0.508469,0.822369,tscaffold2545,tscaffold2545_5076_7395,1408,0
tscaffold2551_119072_122823__2282,0.639459,0.328615,0.924214,0.246943,tscaffold2551,tscaffold2551_119072_122823,2282,0
tscaffold2551_28815_47991__16966,0.258411,0.769681,0.521934,0.683007,tscaffold2551,tscaffold2551_28815_47991,16966,0
tscaffold255_13546_17873__1821,0.99455,0.633314,0.964261,0.828365,tscaffold255,tscaffold255_13546_17873,1821,0
tscaffold2553_133082_139962__1679,0.0863878,0.793992,0.226786,0.31236,tscaffold2553,tscaffold2553_133082_139962,1679,0
tscaffold2568_501601_515604__1009,0.589132,0.0899714,0.585824,0.150517,tscaffold2568,tscaffold2568_501601_515604,1009,0
tscaffold2569_110353_113017__320,0.133324,0.571963,0.969086,0.664545,tscaffold2569,tscaffold2569_110353_113017,320,0
tscaffold2587_425271_434436__8719,0.762465,0.769056,0.911424,0.0985387,tscaffold2587,tscaffold2587_425271_434436,8719,0
tscaffold2587_565868_569843__1149,0.951045,0.437865,0.437521,0.507648,tscaffold2587,tscaffold2587_565868_569843,1149,0
tscaffold2590_1117638_1119124__617,0.742082,0.984891,0.931117,0.931106,tscaffold2590,tscaffold2590_1117638_1119124,617,0
tscaffold2595_439312_442136__1039,0.0992349,0.95342,0.129928,0.0507007,tscaffold2595,tscaffold2595_439312_442136,1039,0
tscaffold2595_710451_720325__6255,0.34563,0.68095,0.516314,0.195465,tscaffold2595,tscaffold2595_710451_720325,6255,0
tscaffold2595_926723_933494__3591,0.731319,0.688292,0.964277,0.9555,tscaffold2595,tscaffold2595_926723_933494,3591,0
tscaffold2598_780048_781804__1420,0.815928,0.322154,0.636637,0.512549,tscaffold2598,tscaffold2598_780048_781804,1420,0
tscaffold2630_9163_13604__3640,0.867828,0.93022,0.617938,0.906537,tscaffold2630,tscaffold2630_9163_13604,3640,0
tscaffold2_632920_634951__477,0.56965,0.024593,0.252956,0.676791,tscaffold2,tscaffold2_632920_634951,477,1
tscaffold2647_42851_45939__1201,0.518023,0.503204,0.493887,0.22336,tscaffold2647,tscaffold2647_42851_45939,1201,0
tscaffold2660_280765_282104__878,0.859384,0.508859,0.55067,0.437006,tscaffold2660,tscaffold2660_280765_282104,878,0
tscaffold2661_659916_663598__2816,0.63148,0.976063,0.583124,0.696637,tscaffold2661,tscaffold2661_659916_663598,2816,0
tscaffold2673_313423_326639__6956,0.762777,0.533332,0.895907,0.308815,tscaffold2673,tscaffold2673_313423_326639,6956,0
tscaffold2673_842575_847481__831,0.159397,0.921817,0.38567,0.0177045,tscaffold2673,tscaffold2673_842575_847481,831,1
tscaffold2674_140467_142185__880,0.356354,0.544962,0.982375,0.761823,tscaffold2674,tscaffold2674_140467_142185,880,0
tscaffold2674_198442_201728__532,0.519736,0.105185,0.889202,0.225161,tscaffold2674,tscaffold2674_198442_201728,532,0
tscaffold2674_465726_467318__813,0.681734,0.42027,0.766885,0.416619,tscaffold2674,tscaffold2674_465726_467318,813,0
tscaffold2677_720630_728565__7051,0.535568,0.955246,0.759792,0.799149,tscaffold2677,tscaffold2677_720630_728565,7051,0
tscaffold2681_1083154_1084819__808,0.896347,0.943958,0.63178,0.0424524,tscaffold2681,tscaffold2681_1083154_1084819,808,0
tscaffold2681_984344_988448__688,0.981098,0.466952,0.897831,0.93335,tscaffold2681,tscaffold2681_984344_988448,688,0
tscaffold2687_206020_208517__936,0.808707,0.917276,0.74006,0.692338,tscaffold2687,tscaffold2687_206020_208517,936,0
tscaffold2687_291870_293166__370,0.819651,0.380827,0.286271,0.518157,tscaffold2687,tscaffold2687_291870_293166,370,0
tscaffold2687_332677_335569__735,0.503522,0.971443,0.242178,0.356614,tscaffold2687,tscaffold2687_332677_335569,735,0
tscaffold2699_135953_139411__1549,0.769101,0.815578,0.841473,0.871383,tscaffold2699,tscaffold2699_135953_139411,1549,0
tscaffold2699_188212_189421__818,0.345435,0.984773,0.397325,0.906791,tscaffold2699,tscaffold2699_188212_189421,818,0
tscaffold2699_950052_955907__1432,0.133319,0.553267,0.0783205,0.236742,tscaffold2699,tscaffold2699_950052_955907,1432,0
tscaffold2711_1358516_1368307__8562,0.750937,0.338834,0.917029,0.908926,tscaffold2711,tscaffold2711_1358516_1368307,8562,0
tscaffold2711_72223_77370__4236,0.575216,0.812772,0.681597,0.446797,tscaffold2711,tscaffold2711_72223_77370,4236,0
tscaffold271_32642_34893__392,0.75284,0.61956,0.944673,0.964158,tscaffold271,tscaffold271_32642_34893,392,0
tscaffold2717_12706_25887__8024,0.676341,0.898499,0.910707,0.425363,tscaffold2717,tscaffold2717_12706_25887,8024,0
tscaffold272_414574_417309__815,0.792808,0.95055,0.534111,0.952319,tscaffold272,tscaffold272_414574_417309,815,0
tscaffold2728_269260_272791__2281,0.360637,0.199535,0.334623,0.304617,tscaffold2728,tscaffold2728_269260_272791,2281,0
tscaffold2728_491106_498859__2407,0.935296,0.591375,0.666614,0.554002,tscaffold2728,tscaffold2728_491106_498859,2407,0
tscaffold2728_990458_992372__790,0.749823,0.907047,0.993115,0.931068,tscaffold2728,tscaffold2728_990458_992372,790,0
tscaffold2729_404083_406077__1433,0.914155,0.673449,0.968821,0.557825,tscaffold2729,tscaffold2729_404083_406077,1433,0
tscaffold2740_201494_207705__3265,0.902743,0.508411,0.967828,0.501917,tscaffold2740,tscaffold2740_201494_207705,3265,0
tscaffold2742_2857_4955__719,0.773572,0.559967,0.976612,0.865629,tscaffold2742,tscaffold2742_2857_4955,719,0
tscaffold274_585034_588952__3128,0.827521,0.529508,0.976872,0.822606,tscaffold274,tscaffold274_585034_588952,3128,0
tscaffold275_18765_24560__4786,0.345615,0.242168,0.777384,0.487295,tscaffold275,tscaffold275_18765_24560,4786,0
tscaffold2757_1416136_1425517__5999,0.87036,0.649927,0.695693,0.571972,tscaffold2757,tscaffold2757_1416136_1425517,5999,0
tscaffold2757_387899_392310__1385,0.83123,0.766048,0.618682,0.98404,tscaffold2757,tscaffold2757_387899_392310,1385,0
tscaffold2761_84090_87416__704,0.784401,0.848441,0.893254,0.883263,tscaffold2761,tscaffold2761_84090_87416,704,0
tscaffold2767_291001_298657__6722,0.200785,0.777312,0.330248,0.47153,tscaffold2767,tscaffold2767_291001_298657,6722,0
tscaffold2771_81865_88231__3366,0.534691,0.804336,0.328537,0.69809,tscaffold2771,tscaffold2771_81865_88231,3366,0
tscaffold278_413709_415839__976,0.945488,0.88665,0.99898,0.881335,tscaffold278,tscaffold278_413709_415839,976,0
tscaffold2792_314238_327050__7034,0.280636,0.776168,0.519064,0.508391,tscaffold2792,tscaffold2792_314238_327050,7034,0
tscaffold279_40523_44877__987,0.751961,0.838667,0.768712,0.814202,tscaffold279,tscaffold279_40523_44877,987,0
tscaffold2794_782375_786244__1400,0.801147,0.220716,0.712428,0.904593,tscaffold2794,tscaffold2794_782375_786244,1400,0
tscaffold2795_171639_175541__1722,0.538975,0.823658,0.68147,0.245016,tscaffold2795,tscaffold2795_171639_175541,1722,0
tscaffold2801_1281040_1293367__7433,0.96717,0.809505,0.776728,0.948337,tscaffold2801,tscaffold2801_1281040_1293367,7433,0
tscaffold280_275794_280786__917,0.298287,0.944093,0.592926,0.536599,tscaffold280,tscaffold280_275794_280786,917,0
tscaffold2816_249226_252428__1437,0.526744,0.697798,0.308098,0.62458,tscaffold2816,tscaffold2816_249226_252428,1437,0
tscaffold2817_240572_247754__2115,0.478051,0.972919,0.54726,0.785795,tscaffold2817,tscaffold2817_240572_247754,2115,0
tscaffold2817_257422_263390__1205,0.910569,0.7199,0.499232,0.293947,tscaffold2817,tscaffold2817_257422_263390,1205,0
tscaffold2836_237822_239568__522,0.480735,0.165697,0.0807664,0.311451,tscaffold2836,tscaffold2836_237822_239568,522,0
tscaffold2840_333551_337661__2625,0.246891,0.571732,0.27748,0.0313636,tscaffold2840,tscaffold2840_333551_337661,2625,0
tscaffold2848_268606_271650__1757,0.820993,0.853762,0.783295,0.978788,tscaffold2848,tscaffold2848_268606_271650,1757,0
tscaffold2851_155757_158104__1263,0.888982,0.698724,0.947963,0.517559,tscaffold2851,tscaffold2851_155757_158104,1263,0
tscaffold2851_462394_466639__3406,0.880132,0.628616,0.481319,0.740159,tscaffold2851,tscaffold2851_462394_466639,3406,0
tscaffold2852_108706_112193__1571,0.844063,0.897784,0.700379,0.0208794,tscaffold2852,tscaffold2852_108706_112193,1571,0
tscaffold2862_277295_281815__3781,0.614883,0.428088,0.975261,0.97593,tscaffold2862,tscaffold2862_277295_281815,3781,0
tscaffold2862_336573_338539__916,0.726773,0.732153,0.965721,0.744482,tscaffold2862,tscaffold2862_336573_338539,916,0
tscaffold2877_267029_267748__389,0.974147,0.749469,0.753776,0.994747,tscaffold2877,tscaffold2877_267029_267748,389,0
tscaffold2878_783007_786698__646,0.485373,0.359327,0.610191,0.473548,tscaffold2878,tscaffold2878_783007_786698,646,0
tscaffold288_113720_116358__1697,0.831512,0.416965,0.521148,0.881272,tscaffold288,tscaffold288_113720_116358,1697,0
tscaffold2890_517399_522756__2298,0.864181,0.771327,0.741621,0.887365,tscaffold2890,tscaffold2890_517399_522756,2298,0
tscaffold2890_61854_68792__3841,0.482922,0.96689,0.886095,0.601651,tscaffold2890,tscaffold2890_61854_68792,3841,0
tscaffold289_136646_137745__179,0.999573,0.867008,0.832815,0.945857,tscaffold289,tscaffold289_136646_137745,179,0
tscaffold289_465107_467583__745,0.482554,0.629875,0.951195,0.857486,tscaffold289,tscaffold289_465107_467583,745,0
tscaffold2896_354868_362901__300,0.419026,0.303553,0.279972,0.143484,tscaffold2896,tscaffold2896_354868_362901,300,0
tscaffold2900_213744_220231__5626,0.333192,0.546954,0.280016,0.76542,tscaffold2900,tscaffold2900_213744_220231,5626,0
tscaffold2905_112446_120877__4609,0.301194,0.945129,0.686806,0.809433,tscaffold2905,tscaffold2905_112446_120877,4609,0
tscaffold2907_2125209_2126929__292,0.909997,0.795962,0.939868,0.799818,tscaffold2907,tscaffold2907_2125209_2126929,292,0
tscaffold2907_2390023_2395774__839,0.961373,0.329153,0.973915,0.818139,tscaffold2907,tscaffold2907_2390023_2395774,839,0
tscaffold2909_225844_227859__1179,0.456949,0.616859,0.372197,0.6802,tscaffold2909,tscaffold2909_225844_227859,1179,0
tscaffold291_12213_21363__6486,0.420782,0.540782,0.846721,0.940435,tscaffold291,tscaffold291_12213_21363,6486,0
tscaffold2917_123563_126128__541,0.442233,0.815489,0.478011,0.774686,tscaffold2917,tscaffold2917_123563_126128,541,0
tscaffold2923_284054_288316__1121,0.886261,0.813318,0.932751,0.748642,tscaffold2923,tscaffold2923_284054_288316,1121,0
tscaffold2923_738400_744541__2765,0.813718,0.510093,0.564475,0.8402,tscaffold2923,tscaffold2923_738400_744541,2765,0
tscaffold2938_325463_330117__2391,0.920782,0.871322,0.742045,0.925951,tscaffold2938,tscaffold2938_325463_330117,2391,0
tscaffold2938_59244_64158__2559,0.728723,0.928321,0.277494,0.473865,tscaffold2938,tscaffold2938_59244_64158,2559,0
tscaffold2945_166636_170366__1338,0.178438,0.460327,0.229341,0.52026,tscaffold2945,tscaffold2945_166636_170366,1338,0
tscaffold2949_391697_394878__2252,0.901391,0.867691,0.626471,0.750201,tscaffold2949,tscaffold2949_391697_394878,2252,0
tscaffold2951_336046_339339__1739,0.830504,0.763624,0.810735,0.517399,tscaffold2951,tscaffold2951_336046_339339,1739,0
tscaffold2951_650369_657741__6395,0.775394,0.796316,0.702305,0.879932,tscaffold2951,tscaffold2951_650369_657741,6395,0
tscaffold2954_724434_730407__5250,0.95578,0.695602,0.9454,0.548401,tscaffold2954,tscaffold2954_724434_730407,5250,0
tscaffold2959_157213_158458__700,0.295815,0.310689,0.463578,0.363898,tscaffold2959,tscaffold2959_157213_158458,700,0
tscaffold2961_884_7538__5126,0.658523,0.777002,0.690363,0.703277,tscaffold2961,tscaffold2961_884_7538,5126,0
tscaffold2963_457724_460082__846,0.789334,0.495925,0.688261,0.392018,tscaffold2963,tscaffold2963_457724_460082,846,0
tscaffold2968_4933_7906__1916,0.166257,0.232082,0.817433,0.443094,tscaffold2968,tscaffold2968_4933_7906,1916,0
tscaffold2969_41168_56531__10937,0.939582,0.920468,0.646977,0.614648,tscaffold2969,tscaffold2969_41168_56531,10937,0
tscaffold2976_98524_102863__1626,0.61486,0.978842,0.579484,0.357758,tscaffold2976,tscaffold2976_98524_102863,1626,0
tscaffold2992_263438_268000__540,0.480301,0.231739,0.397674,0.46889,tscaffold2992,tscaffold2992_263438_268000,540,0
tscaffold2996_723587_727880__2499,0.75204,0.458848,0.437002,0.498264,tscaffold2996,tscaffold2996_723587_727880,2499,0
tscaffold2998_5754_7932__393,0.871644,0.996828,0.940539,0.694515,tscaffold2998,tscaffold2998_5754_7932,393,0
tscaffold2999_402950_407390__2889,0.0355606,0.186227,0.0279571,0.360735,tscaffold2999,tscaffold2999_402950_407390,2889,1
tscaffold3003_426039_431399__4555,0.985456,0.669321,0.888977,0.960582,tscaffold3003,tscaffold3003_426039_431399,4555,0
tscaffold3003_523658_531431__3969,0.690489,0.481908,0.351403,0.818747,tscaffold3003,tscaffold3003_523658_531431,3969,0
tscaffold3003_963378_966745__1862,0.700053,0.928347,0.554667,0.982206,tscaffold3003,tscaffold3003_963378_966745,1862,0
tscaffold3003_967209_970594__959,0.91831,0.924979,0.77997,0.601746,tscaffold3003,tscaffold3003_967209_970594,959,0
tscaffold301_115391_121802__6277,0.0327272,0.758107,0.155511,0.163907,tscaffold301,tscaffold301_115391_121802,6277,1
tscaffold3013_77168_81333__789,0.888809,0.963568,0.677174,0.669258,tscaffold3013,tscaffold3013_77168_81333,789,0
tscaffold3017_110213_112369__1337,0.406243,0.801384,0.593316,0.665221,tscaffold3017,tscaffold3017_110213_112369,1337,0
tscaffold30_171689_173964__988,0.685517,0.948666,0.960795,0.688955,tscaffold30,tscaffold30_171689_173964,988,0
tscaffold3024_1995474_2010314__2716,0.853617,0.973078,0.954087,0.692748,tscaffold3024,tscaffold3024_1995474_2010314,2716,0
tscaffold3024_2991384_2999498__1964,0.862279,0.654475,0.82378,0.346453,tscaffold3024,tscaffold3024_2991384_2999498,1964,0
tscaffold3026_1161050_1168258__5630,0.742463,0.810438,0.753469,0.594215,tscaffold3026,tscaffold3026_1161050_1168258,5630,0
tscaffold3028_568443_573437__916,0.145998,0.893715,0.565533,0.195648,tscaffold3028,tscaffold3028_568443_573437,916,0
tscaffold3032_319044_330577__2687,0.29109,0.203373,0.941348,0.589172,tscaffold3032,tscaffold3032_319044_330577,2687,0
tscaffold304_34632_39166__3722,0.909616,0.785012,0.993158,0.490317,tscaffold304,tscaffold304_34632_39166,3722,0
tscaffold3060_364548_376648__935,0.613965,0.903113,0.918883,0.821395,tscaffold3060,tscaffold3060_364548_376648,935,0
tscaffold3062_178935_181447__2463,0.890067,0.945065,0.918819,0.949482,tscaffold3062,tscaffold3062_178935_181447,2463,0
tscaffold3065_372874_375585__613,0.844344,0.203048,0.322933,0.762566,tscaffold3065,tscaffold3065_372874_375585,613,0
tscaffold3071_29589_30495__518,0.0278935,0.781466,0.0109174,0.686096,tscaffold3071,tscaffold3071_29589_30495,518,1
tscaffold3083_59253_70880__10635,0.0158134,0.0333934,0.818022,0.829533,tscaffold3083,tscaffold3083_59253_70880,10635,1
tscaffold3084_220858_222120__1094,0.302542,0.868573,0.775143,0.577992,tscaffold3084,tscaffold3084_220858_222120,1094,0
tscaffold3105_96590_102099__2720,0.829368,0.7718,0.956744,0.929644,tscaffold3105,tscaffold3105_96590_102099,2720,0
tscaffold3110_34782_38794__1514,0.876151,0.0463446,0.799128,0.396954,tscaffold3110,tscaffold3110_34782_38794,1514,0
tscaffold3116_1092718_1097846__3395,0.271593,0.519549,0.354941,0.555654,tscaffold3116,tscaffold3116_1092718_1097846,3395,0
tscaffold3116_1430908_1436884__3353,0.439819,0.600722,0.7466,0.259709,tscaffold3116,tscaffold3116_1430908_1436884,3353,0
tscaffold3120_484876_486780__739,0.435187,0.58225,0.174067,0.672615,tscaffold3120,tscaffold3120_484876_486780,739,0
tscaffold3121_597955_604256__3163,0.797102,0.666748,0.807155,0.441383,tscaffold3121,tscaffold3121_597955_604256,3163,0
tscaffold3127_668484_670924__1199,0.835238,0.586217,0.59307,0.632385,tscaffold3127,tscaffold3127_668484_670924,1199,0
tscaffold3134_208037_210768__2214,0.758979,0.923576,0.793672,0.878007,tscaffold3134,tscaffold3134_208037_210768,2214,0
tscaffold3145_1475378_1480133__3330,0.215226,0.514339,0.17702,0.798456,tscaffold3145,tscaffold3145_1475378_1480133,3330,0
tscaffold3145_276031_279047__503,0.76156,0.938905,0.740409,0.974707,tscaffold3145,tscaffold3145_276031_279047,503,0
tscaffold314_61895_79665__6800,0.986799,0.838143,0.941329,0.884027,tscaffold314,tscaffold314_61895_79665,6800,0
tscaffold3151_69149_77744__1534,0.843872,0.775359,0.842026,0.5913,tscaffold3151,tscaffold3151_69149_77744,1534,0
tscaffold3152_613663_614574__692,0.538546,0.820256,0.649855,0.962285,tscaffold3152,tscaffold3152_613663_614574,692,0
tscaffold3152_631858_635837__997,0.444441,0.601117,0.591068,0.727036,tscaffold3152,tscaffold3152_631858_635837,997,0
tscaffold3154_152112_154932__1071,0.672595,0.846914,0.657305,0.925315,tscaffold3154,tscaffold3154_152112_154932,1071,0
tscaffold3157_249488_253442__650,0.38657,0.360227,0.226452,0.712931,tscaffold3157,tscaffold3157_249488_253442,650,0
tscaffold3168_26534_27989__59,0.977551,0.829293,0.962123,0.496343,tscaffold3168,tscaffold3168_26534_27989,59,0
tscaffold3169_345087_349591__766,0.221496,0.668948,0.325374,0.817005,tscaffold3169,tscaffold3169_345087_349591,766,0
tscaffold3169_377573_384597__2002,0.354094,0.696745,0.543409,0.965919,tscaffold3169,tscaffold3169_377573_384597,2002,0
tscaffold3170_12976_21871__7550,0.87913,0.901321,0.93765,0.41525,tscaffold3170,tscaffold3170_12976_21871,7550,0
tscaffold3170_433163_435947__2027,0.523505,0.740346,0.242855,0.918145,tscaffold3170,tscaffold3170_433163_435947,2027,0
tscaffold3181_257458_263799__5807,0.854721,0.951577,0.73708,0.783672,tscaffold3181,tscaffold3181_257458_263799,5807,0
tscaffold3200_755999_762811__1861,0.917623,0.657331,0.903987,0.788648,tscaffold3200,tscaffold3200_755999_762811,1861,0
tscaffold320_121194_126917__1134,0.637798,0.0588762,0.60812,0.594374,tscaffold320,tscaffold320_121194_126917,1134,0
tscaffold3210_285511_287024__757,0.854822,0.837212,0.999374,0.709606,tscaffold3210,tscaffold3210_285511_287024,757,0
tscaffold3210_517077_521424__2988,0.734808,0.405756,0.446117,0.884924,tscaffold3210,tscaffold3210_517077_521424,2988,0
tscaffold322_483457_507267__16274,0.937824,0.924543,0.944285,0.931048,tscaffold322,tscaffold322_483457_507267,16274,0
tscaffold3228_395983_401142__1321,0.877501,0.731413,0.11491,0.215746,tscaffold3228,tscaffold3228_395983_401142,1321,0
tscaffold3235_1240873_1248069__5215,0.78962,0.691352,0.852758,0.77132,tscaffold3235,tscaffold3235_1240873_1248069,5215,0
tscaffold3236_940073_948717__3307,0.45329,0.871256,0.432106,0.780904,tscaffold3236,tscaffold3236_940073_948717,3307,0
tscaffold3237_2665_8365__848,0.174805,0.555007,0.120551,0.170477,tscaffold3237,tscaffold3237_2665_8365,848,0
tscaffold3238_1245525_1246886__820,0.632615,0.955594,0.508647,0.738,tscaffold3238,tscaffold3238_1245525_1246886,820,0
tscaffold3238_890734_893795__2799,0.710294,0.706064,0.696641,0.29774,tscaffold3238,tscaffold3238_890734_893795,2799,0
tscaffold3244_159349_165011__2181,0.611979,0.377447,0.708706,0.906767,tscaffold3244,tscaffold3244_159349_165011,2181,0
tscaffold3254_177187_178338__793,0.947184,0.220945,0.698731,0.629681,tscaffold3254,tscaffold3254_177187_178338,793,0
tscaffold3254_343570_349730__3870,0.179389,0.132108,0.044457,0.0619289,tscaffold3254,tscaffold3254_343570_349730,3870,0
tscaffold3278_106278_108501__612,0.134294,0.959178,0.132125,0.885401,tscaffold3278,tscaffold3278_106278_108501,612,0
tscaffold3282_1599_8462__1981,0.405971,0.876094,0.339723,0.604787,tscaffold3282,tscaffold3282_1599_8462,1981,0
tscaffold330_43138_45699__1591,0.687055,0.51556,0.723749,0.974375,tscaffold330,tscaffold330_43138_45699,1591,0
tscaffold3304_401746_404680__2344,0.52133,0.479222,0.308815,0.992783,tscaffold3304,tscaffold3304_401746_404680,2344,0
tscaffold3316_84979_89158__493,0.8309,0.532893,0.239375,0.458527,tscaffold3316,tscaffold3316_84979_89158,493,0
tscaffold3352_845229_848657__2072,0.783043,0.957057,0.68521,0.740539,tscaffold3352,tscaffold3352_845229_848657,2072,0
tscaffold3361_566277_567533__799,0.91371,0.203757,0.580183,0.266272,tscaffold3361,tscaffold3361_566277_567533,799,0
tscaffold3381_191718_195410__1215,0.0998193,0.313991,0.724062,0.549825,tscaffold3381,tscaffold3381_191718_195410,1215,0
tscaffold3381_64402_67570__2649,0.953534,0.827623,0.76297,0.942775,tscaffold3381,tscaffold3381_64402_67570,2649,0
tscaffold3383_229997_234255__2869,0.368261,0.811327,0.71363,0.829049,tscaffold3383,tscaffold3383_229997_234255,2869,0
tscaffold3383_551686_556039__3065,0.144213,0.486527,0.14069,0.960417,tscaffold3383,tscaffold3383_551686_556039,3065,0
tscaffold3385_137280_140517__1268,0.933521,0.644855,0.690709,0.939553,tscaffold3385,tscaffold3385_137280_140517,1268,0
tscaffold3388_417170_419931__2095,0.67878,0.0380065,0.288417,0.277324,tscaffold3388,tscaffold3388_417170_419931,2095,0
tscaffold3400_439096_449060__2786,0.941829,0.759354,0.882665,0.661498,tscaffold3400,tscaffold3400_439096_449060,2786,0
tscaffold341_20481_25709__1603,0.536455,0.913124,0.917479,0.35431,tscaffold341,tscaffold341_20481_25709,1603,0
tscaffold3415_492_12894__9269,0.923163,0.725893,0.579454,0.668347,tscaffold3415,tscaffold3415_492_12894,9269,0
tscaffold3426_772342_785085__3439,0.333232,0.259534,0.224749,0.607604,tscaffold3426,tscaffold3426_772342_785085,3439,0
tscaffold3431_102985_105402__641,0.590856,0.540899,0.136126,0.0158838,tscaffold3431,tscaffold3431_102985_105402,641,1
tscaffold3432_18079_34267__3517,0.636697,0.649626,0.438397,0.389341,tscaffold3432,tscaffold3432_18079_34267,3517,0
tscaffold3434_276023_282651__3240,0.663218,0.710143,0.627921,0.96517,tscaffold3434,tscaffold3434_276023_282651,3240,0
tscaffold3434_324970_328535__68,0.695297,0.753411,0.442243,0.811955,tscaffold3434,tscaffold3434_324970_328535,68,0
tscaffold3446_567218_576348__3976,0.783926,0.0711921,0.459795,0.684743,tscaffold3446,tscaffold3446_567218_576348,3976,0
tscaffold3454_74899_93426__7220,0.946791,0.457525,0.646761,0.979033,tscaffold3454,tscaffold3454_74899_93426,7220,0
tscaffold3457_428782_438017__2909,0.867377,0.983559,0.947242,0.749854,tscaffold3457,tscaffold3457_428782_438017,2909,0
tscaffold3464_454083_456761__745,0.630379,0.960969,0.892029,0.927619,tscaffold3464,tscaffold3464_454083_456761,745,0
tscaffold3472_277972_279716__1349,0.865993,0.773766,0.615234,0.796721,tscaffold3472,tscaffold3472_277972_279716,1349,0
tscaffold3472_81500_83497__884,0.840056,0.72828,0.738443,0.553581,tscaffold3472,tscaffold3472_81500_83497,884,0
